"ID";"EnergySourcesAndTechniques";"EnergyApplication";"Periods";"FinalConsumption_1";"FinalConsumptionRelative_2"
"1151";"E006589 ";"E006607 ";"2019JJ00";"19437";"0.94"
"1152";"E006589 ";"E006607 ";"2020JJ00";"31553";"1.62"
"1153";"E006589 ";"E006607 ";"2021JJ00";"40694";"2.03"
"1154";"E006589 ";"E006607 ";"2022JJ00";"59964";"3.24"
"1155";"E006589 ";"E006607 ";"2023JJ00";"70481";"3.95"
"1156";"E006589 ";"E006608 ";"1990JJ00";"100";"0.01"
"1157";"E006589 ";"E006608 ";"1991JJ00";"113";"0.01"
"1158";"E006589 ";"E006608 ";"1992JJ00";"136";"0.01"
"1159";"E006589 ";"E006608 ";"1993JJ00";"154";"0.01"
"1160";"E006589 ";"E006608 ";"1994JJ00";"180";"0.01"
"1161";"E006589 ";"E006608 ";"1995JJ00";"211";"0.01"
"1162";"E006589 ";"E006608 ";"1996JJ00";"244";"0.01"
"1163";"E006589 ";"E006608 ";"1997JJ00";"294";"0.01"
"1164";"E006589 ";"E006608 ";"1998JJ00";"345";"0.02"
"1165";"E006589 ";"E006608 ";"1999JJ00";"404";"0.02"
"1166";"E006589 ";"E006608 ";"2000JJ00";"454";"0.02"
"1167";"E006589 ";"E006608 ";"2001JJ00";"511";"0.02"
"1168";"E006589 ";"E006608 ";"2002JJ00";"575";"0.03"
"1169";"E006589 ";"E006608 ";"2003JJ00";"624";"0.03"
"1170";"E006589 ";"E006608 ";"2004JJ00";"674";"0.03"
"1171";"E006589 ";"E006608 ";"2005JJ00";"719";"0.03"
"1172";"E006589 ";"E006608 ";"2006JJ00";"755";"0.03"
"1173";"E006589 ";"E006608 ";"2007JJ00";"798";"0.04"
"1174";"E006589 ";"E006608 ";"2008JJ00";"846";"0.04"
"1175";"E006589 ";"E006608 ";"2009JJ00";"926";"0.04"
"1176";"E006589 ";"E006608 ";"2010JJ00";"994";"0.04"
"1177";"E006589 ";"E006608 ";"2011JJ00";"1040";"0.05"
"1178";"E006589 ";"E006608 ";"2012JJ00";"1070";"0.05"
"1179";"E006589 ";"E006608 ";"2013JJ00";"1106";"0.05"
"1180";"E006589 ";"E006608 ";"2014JJ00";"1128";"0.06"
"1181";"E006589 ";"E006608 ";"2015JJ00";"1137";"0.06"
"1182";"E006589 ";"E006608 ";"2016JJ00";"1147";"0.05"
"1183";"E006589 ";"E006608 ";"2017JJ00";"1144";"0.05"
"1184";"E006589 ";"E006608 ";"2018JJ00";"1156";"0.05"
"1185";"E006589 ";"E006608 ";"2019JJ00";"1180";"0.06"
"1186";"E006589 ";"E006608 ";"2020JJ00";"1176";"0.06"
"1187";"E006589 ";"E006608 ";"2021JJ00";"1164";"0.06"
"1188";"E006589 ";"E006608 ";"2022JJ00";"1168";"0.06"
"1189";"E006589 ";"E006608 ";"2023JJ00";"1176";"0.07"
"1190";"E006589 ";"E007028 ";"1990JJ00";;
"1191";"E006589 ";"E007028 ";"1991JJ00";;
"1192";"E006589 ";"E007028 ";"1992JJ00";;
"1193";"E006589 ";"E007028 ";"1993JJ00";;
"1194";"E006589 ";"E007028 ";"1994JJ00";;
"1195";"E006589 ";"E007028 ";"1995JJ00";;
"1196";"E006589 ";"E007028 ";"1996JJ00";;
"1197";"E006589 ";"E007028 ";"1997JJ00";;
"1198";"E006589 ";"E007028 ";"1998JJ00";;
"1199";"E006589 ";"E007028 ";"1999JJ00";;
"1200";"E006589 ";"E007028 ";"2000JJ00";;
"1201";"E006589 ";"E007028 ";"2001JJ00";;
"1202";"E006589 ";"E007028 ";"2002JJ00";;
"1203";"E006589 ";"E007028 ";"2003JJ00";;
"1204";"E006589 ";"E007028 ";"2004JJ00";;
"1205";"E006589 ";"E007028 ";"2005JJ00";;
"1206";"E006589 ";"E007028 ";"2006JJ00";;
"1207";"E006589 ";"E007028 ";"2007JJ00";;
"1208";"E006589 ";"E007028 ";"2008JJ00";;
"1209";"E006589 ";"E007028 ";"2009JJ00";;
"1210";"E006589 ";"E007028 ";"2010JJ00";;
"1211";"E006589 ";"E007028 ";"2011JJ00";;
"1212";"E006589 ";"E007028 ";"2012JJ00";;
"1213";"E006589 ";"E007028 ";"2013JJ00";;
"1214";"E006589 ";"E007028 ";"2014JJ00";;
"1215";"E006589 ";"E007028 ";"2015JJ00";;
"1216";"E006589 ";"E007028 ";"2016JJ00";;
"1217";"E006589 ";"E007028 ";"2017JJ00";;
"1218";"E006589 ";"E007028 ";"2018JJ00";;
"1219";"E006589 ";"E007028 ";"2019JJ00";;
"1220";"E006589 ";"E007028 ";"2020JJ00";;
"1221";"E006589 ";"E007028 ";"2021JJ00";;
"1222";"E006589 ";"E007028 ";"2022JJ00";;
"1223";"E006589 ";"E007028 ";"2023JJ00";;
"1224";"E006590 ";"E007022 ";"1990JJ00";"2";"0"
"1225";"E006590 ";"E007022 ";"1991JJ00";"2";"0"
"1226";"E006590 ";"E007022 ";"1992JJ00";"3";"0"
"1227";"E006590 ";"E007022 ";"1993JJ00";"4";"0"
"1228";"E006590 ";"E007022 ";"1994JJ00";"5";"0"
"1229";"E006590 ";"E007022 ";"1995JJ00";"5";"0"
"1230";"E006590 ";"E007022 ";"1996JJ00";"7";"0"
"1231";"E006590 ";"E007022 ";"1997JJ00";"9";"0"
"1232";"E006590 ";"E007022 ";"1998JJ00";"13";"0"
"1233";"E006590 ";"E007022 ";"1999JJ00";"20";"0"
"1234";"E006590 ";"E007022 ";"2000JJ00";"28";"0"
"1235";"E006590 ";"E007022 ";"2001JJ00";"42";"0"
"1236";"E006590 ";"E007022 ";"2002JJ00";"59";"0"
"1237";"E006590 ";"E007022 ";"2003JJ00";"91";"0"
"1238";"E006590 ";"E007022 ";"2004JJ00";"121";"0.01"
"1239";"E006590 ";"E007022 ";"2005JJ00";"128";"0.01"
"1240";"E006590 ";"E007022 ";"2006JJ00";"132";"0.01"
"1241";"E006590 ";"E007022 ";"2007JJ00";"135";"0.01"
"1242";"E006590 ";"E007022 ";"2008JJ00";"143";"0.01"
"1243";"E006590 ";"E007022 ";"2009JJ00";"162";"0.01"
"1244";"E006590 ";"E007022 ";"2010JJ00";"201";"0.01"
"1245";"E006590 ";"E007022 ";"2011JJ00";"376";"0.02"
"1246";"E006590 ";"E007022 ";"2012JJ00";"686";"0.03"
"1247";"E006590 ";"E007022 ";"2013JJ00";"1476";"0.07"
"1248";"E006590 ";"E007022 ";"2014JJ00";"2611";"0.13"
"1249";"E006590 ";"E007022 ";"2015JJ00";"3991";"0.19"
"1250";"E006590 ";"E007022 ";"2016JJ00";"5767";"0.28"
"1251";"E006590 ";"E007022 ";"2017JJ00";"7936";"0.38"
"1252";"E006590 ";"E007022 ";"2018JJ00";"13354";"0.63"
"1253";"E006590 ";"E007022 ";"2019JJ00";"19437";"0.94"
"1254";"E006590 ";"E007022 ";"2020JJ00";"31553";"1.62"
"1255";"E006590 ";"E007022 ";"2021JJ00";"40694";"2.03"
"1256";"E006590 ";"E007022 ";"2022JJ00";"59964";"3.24"
"1257";"E006590 ";"E007022 ";"2023JJ00";"70481";"3.95"
"1258";"E006590 ";"E006607 ";"1990JJ00";"2";"0"
"1259";"E006590 ";"E006607 ";"1991JJ00";"2";"0"
"1260";"E006590 ";"E006607 ";"1992JJ00";"3";"0"
"1261";"E006590 ";"E006607 ";"1993JJ00";"4";"0"
"1262";"E006590 ";"E006607 ";"1994JJ00";"5";"0"
"1263";"E006590 ";"E006607 ";"1995JJ00";"5";"0"
"1264";"E006590 ";"E006607 ";"1996JJ00";"7";"0"
"1265";"E006590 ";"E006607 ";"1997JJ00";"9";"0"
"1266";"E006590 ";"E006607 ";"1998JJ00";"13";"0"
"1267";"E006590 ";"E006607 ";"1999JJ00";"20";"0"
"1268";"E006590 ";"E006607 ";"2000JJ00";"28";"0"
"1269";"E006590 ";"E006607 ";"2001JJ00";"42";"0"
"1270";"E006590 ";"E006607 ";"2002JJ00";"59";"0"
"1271";"E006590 ";"E006607 ";"2003JJ00";"91";"0"
"1272";"E006590 ";"E006607 ";"2004JJ00";"121";"0.01"
"1273";"E006590 ";"E006607 ";"2005JJ00";"128";"0.01"
"1274";"E006590 ";"E006607 ";"2006JJ00";"132";"0.01"
"1275";"E006590 ";"E006607 ";"2007JJ00";"135";"0.01"
"1276";"E006590 ";"E006607 ";"2008JJ00";"143";"0.01"
"1277";"E006590 ";"E006607 ";"2009JJ00";"162";"0.01"
"1278";"E006590 ";"E006607 ";"2010JJ00";"201";"0.01"
"1279";"E006590 ";"E006607 ";"2011JJ00";"376";"0.02"
"1280";"E006590 ";"E006607 ";"2012JJ00";"686";"0.03"
"1281";"E006590 ";"E006607 ";"2013JJ00";"1476";"0.07"
"1282";"E006590 ";"E006607 ";"2014JJ00";"2611";"0.13"
"1283";"E006590 ";"E006607 ";"2015JJ00";"3991";"0.19"
"1284";"E006590 ";"E006607 ";"2016JJ00";"5767";"0.28"
"1285";"E006590 ";"E006607 ";"2017JJ00";"7936";"0.38"
"1286";"E006590 ";"E006607 ";"2018JJ00";"13354";"0.63"
"1287";"E006590 ";"E006607 ";"2019JJ00";"19437";"0.94"
"1288";"E006590 ";"E006607 ";"2020JJ00";"31553";"1.62"
"1289";"E006590 ";"E006607 ";"2021JJ00";"40694";"2.03"
"1290";"E006590 ";"E006607 ";"2022JJ00";"59964";"3.24"
"1291";"E006590 ";"E006607 ";"2023JJ00";"70481";"3.95"
"1292";"E006590 ";"E006608 ";"1990JJ00";;
"1293";"E006590 ";"E006608 ";"1991JJ00";;
"1294";"E006590 ";"E006608 ";"1992JJ00";;
"1295";"E006590 ";"E006608 ";"1993JJ00";;
"1296";"E006590 ";"E006608 ";"1994JJ00";;
"1297";"E006590 ";"E006608 ";"1995JJ00";;
"1298";"E006590 ";"E006608 ";"1996JJ00";;
"1299";"E006590 ";"E006608 ";"1997JJ00";;
"1300";"E006590 ";"E006608 ";"1998JJ00";;
"1301";"E006590 ";"E006608 ";"1999JJ00";;
"1302";"E006590 ";"E006608 ";"2000JJ00";;
"1303";"E006590 ";"E006608 ";"2001JJ00";;
"1304";"E006590 ";"E006608 ";"2002JJ00";;
"1305";"E006590 ";"E006608 ";"2003JJ00";;
"1306";"E006590 ";"E006608 ";"2004JJ00";;
"1307";"E006590 ";"E006608 ";"2005JJ00";;
"1308";"E006590 ";"E006608 ";"2006JJ00";;
"1309";"E006590 ";"E006608 ";"2007JJ00";;
"1310";"E006590 ";"E006608 ";"2008JJ00";;
"1311";"E006590 ";"E006608 ";"2009JJ00";;
"1312";"E006590 ";"E006608 ";"2010JJ00";;
"1313";"E006590 ";"E006608 ";"2011JJ00";;
"1314";"E006590 ";"E006608 ";"2012JJ00";;
"1315";"E006590 ";"E006608 ";"2013JJ00";;
"1316";"E006590 ";"E006608 ";"2014JJ00";;
"1317";"E006590 ";"E006608 ";"2015JJ00";;
"1318";"E006590 ";"E006608 ";"2016JJ00";;
"1319";"E006590 ";"E006608 ";"2017JJ00";;
"1320";"E006590 ";"E006608 ";"2018JJ00";;
"1321";"E006590 ";"E006608 ";"2019JJ00";;
"1322";"E006590 ";"E006608 ";"2020JJ00";;
"1323";"E006590 ";"E006608 ";"2021JJ00";;
"1324";"E006590 ";"E006608 ";"2022JJ00";;
"1325";"E006590 ";"E006608 ";"2023JJ00";;
"1326";"E006590 ";"E007028 ";"1990JJ00";;
"1327";"E006590 ";"E007028 ";"1991JJ00";;
"1328";"E006590 ";"E007028 ";"1992JJ00";;
"1329";"E006590 ";"E007028 ";"1993JJ00";;
"1330";"E006590 ";"E007028 ";"1994JJ00";;
"1331";"E006590 ";"E007028 ";"1995JJ00";;
"1332";"E006590 ";"E007028 ";"1996JJ00";;
"1333";"E006590 ";"E007028 ";"1997JJ00";;
"1334";"E006590 ";"E007028 ";"1998JJ00";;
"1335";"E006590 ";"E007028 ";"1999JJ00";;
"1336";"E006590 ";"E007028 ";"2000JJ00";;
"1337";"E006590 ";"E007028 ";"2001JJ00";;
"1338";"E006590 ";"E007028 ";"2002JJ00";;
"1339";"E006590 ";"E007028 ";"2003JJ00";;
"1340";"E006590 ";"E007028 ";"2004JJ00";;
"1341";"E006590 ";"E007028 ";"2005JJ00";;
"1342";"E006590 ";"E007028 ";"2006JJ00";;
"1343";"E006590 ";"E007028 ";"2007JJ00";;
"1344";"E006590 ";"E007028 ";"2008JJ00";;
"1345";"E006590 ";"E007028 ";"2009JJ00";;
"1346";"E006590 ";"E007028 ";"2010JJ00";;
"1347";"E006590 ";"E007028 ";"2011JJ00";;
"1348";"E006590 ";"E007028 ";"2012JJ00";;
"1349";"E006590 ";"E007028 ";"2013JJ00";;
"1350";"E006590 ";"E007028 ";"2014JJ00";;
"1351";"E006590 ";"E007028 ";"2015JJ00";;
"1352";"E006590 ";"E007028 ";"2016JJ00";;
"1353";"E006590 ";"E007028 ";"2017JJ00";;
"1354";"E006590 ";"E007028 ";"2018JJ00";;
"1355";"E006590 ";"E007028 ";"2019JJ00";;
"1356";"E006590 ";"E007028 ";"2020JJ00";;
"1357";"E006590 ";"E007028 ";"2021JJ00";;
"1358";"E006590 ";"E007028 ";"2022JJ00";;
"1359";"E006590 ";"E007028 ";"2023JJ00";;
"1360";"E006591 ";"E007022 ";"1990JJ00";"100";"0.01"
"1361";"E006591 ";"E007022 ";"1991JJ00";"113";"0.01"
"1362";"E006591 ";"E007022 ";"1992JJ00";"136";"0.01"
"1363";"E006591 ";"E007022 ";"1993JJ00";"154";"0.01"
"1364";"E006591 ";"E007022 ";"1994JJ00";"180";"0.01"
"1365";"E006591 ";"E007022 ";"1995JJ00";"211";"0.01"
"1366";"E006591 ";"E007022 ";"1996JJ00";"244";"0.01"
"1367";"E006591 ";"E007022 ";"1997JJ00";"294";"0.01"
"1368";"E006591 ";"E007022 ";"1998JJ00";"345";"0.02"
"1369";"E006591 ";"E007022 ";"1999JJ00";"404";"0.02"
"1370";"E006591 ";"E007022 ";"2000JJ00";"454";"0.02"
"1371";"E006591 ";"E007022 ";"2001JJ00";"511";"0.02"
"1372";"E006591 ";"E007022 ";"2002JJ00";"575";"0.03"
"1373";"E006591 ";"E007022 ";"2003JJ00";"624";"0.03"
"1374";"E006591 ";"E007022 ";"2004JJ00";"674";"0.03"
"1375";"E006591 ";"E007022 ";"2005JJ00";"719";"0.03"
"1376";"E006591 ";"E007022 ";"2006JJ00";"755";"0.03"
"1377";"E006591 ";"E007022 ";"2007JJ00";"798";"0.04"
"1378";"E006591 ";"E007022 ";"2008JJ00";"846";"0.04"
"1379";"E006591 ";"E007022 ";"2009JJ00";"926";"0.04"
"1380";"E006591 ";"E007022 ";"2010JJ00";"994";"0.04"
"1381";"E006591 ";"E007022 ";"2011JJ00";"1040";"0.05"
"1382";"E006591 ";"E007022 ";"2012JJ00";"1070";"0.05"
"1383";"E006591 ";"E007022 ";"2013JJ00";"1106";"0.05"
"1384";"E006591 ";"E007022 ";"2014JJ00";"1128";"0.06"
"1385";"E006591 ";"E007022 ";"2015JJ00";"1137";"0.06"
"1386";"E006591 ";"E007022 ";"2016JJ00";"1147";"0.05"
"1387";"E006591 ";"E007022 ";"2017JJ00";"1144";"0.05"
"1388";"E006591 ";"E007022 ";"2018JJ00";"1156";"0.05"
"1389";"E006591 ";"E007022 ";"2019JJ00";"1180";"0.06"
"1390";"E006591 ";"E007022 ";"2020JJ00";"1176";"0.06"
"1391";"E006591 ";"E007022 ";"2021JJ00";"1164";"0.06"
"1392";"E006591 ";"E007022 ";"2022JJ00";"1168";"0.06"
"1393";"E006591 ";"E007022 ";"2023JJ00";"1176";"0.07"
"1394";"E006591 ";"E006607 ";"1990JJ00";;
"1395";"E006591 ";"E006607 ";"1991JJ00";;
"1396";"E006591 ";"E006607 ";"1992JJ00";;
"1397";"E006591 ";"E006607 ";"1993JJ00";;
"1398";"E006591 ";"E006607 ";"1994JJ00";;
"1399";"E006591 ";"E006607 ";"1995JJ00";;
"1400";"E006591 ";"E006607 ";"1996JJ00";;
"1401";"E006591 ";"E006607 ";"1997JJ00";;
"1402";"E006591 ";"E006607 ";"1998JJ00";;
"1403";"E006591 ";"E006607 ";"1999JJ00";;
"1404";"E006591 ";"E006607 ";"2000JJ00";;
"1405";"E006591 ";"E006607 ";"2001JJ00";;
"1406";"E006591 ";"E006607 ";"2002JJ00";;
"1407";"E006591 ";"E006607 ";"2003JJ00";;
"1408";"E006591 ";"E006607 ";"2004JJ00";;
"1409";"E006591 ";"E006607 ";"2005JJ00";;
"1410";"E006591 ";"E006607 ";"2006JJ00";;
"1411";"E006591 ";"E006607 ";"2007JJ00";;
"1412";"E006591 ";"E006607 ";"2008JJ00";;
"1413";"E006591 ";"E006607 ";"2009JJ00";;
"1414";"E006591 ";"E006607 ";"2010JJ00";;
"1415";"E006591 ";"E006607 ";"2011JJ00";;
"1416";"E006591 ";"E006607 ";"2012JJ00";;
"1417";"E006591 ";"E006607 ";"2013JJ00";;
"1418";"E006591 ";"E006607 ";"2014JJ00";;
"1419";"E006591 ";"E006607 ";"2015JJ00";;
"1420";"E006591 ";"E006607 ";"2016JJ00";;
"1421";"E006591 ";"E006607 ";"2017JJ00";;
"1422";"E006591 ";"E006607 ";"2018JJ00";;
"1423";"E006591 ";"E006607 ";"2019JJ00";;
"1424";"E006591 ";"E006607 ";"2020JJ00";;
"1425";"E006591 ";"E006607 ";"2021JJ00";;
"1426";"E006591 ";"E006607 ";"2022JJ00";;
"1427";"E006591 ";"E006607 ";"2023JJ00";;
"1428";"E006591 ";"E006608 ";"1990JJ00";"100";"0.01"
"1429";"E006591 ";"E006608 ";"1991JJ00";"113";"0.01"
"1430";"E006591 ";"E006608 ";"1992JJ00";"136";"0.01"
"1431";"E006591 ";"E006608 ";"1993JJ00";"154";"0.01"
"1432";"E006591 ";"E006608 ";"1994JJ00";"180";"0.01"
"1433";"E006591 ";"E006608 ";"1995JJ00";"211";"0.01"
"1434";"E006591 ";"E006608 ";"1996JJ00";"244";"0.01"
"1435";"E006591 ";"E006608 ";"1997JJ00";"294";"0.01"
"1436";"E006591 ";"E006608 ";"1998JJ00";"345";"0.02"
"1437";"E006591 ";"E006608 ";"1999JJ00";"404";"0.02"
"1438";"E006591 ";"E006608 ";"2000JJ00";"454";"0.02"
"1439";"E006591 ";"E006608 ";"2001JJ00";"511";"0.02"
"1440";"E006591 ";"E006608 ";"2002JJ00";"575";"0.03"
"1441";"E006591 ";"E006608 ";"2003JJ00";"624";"0.03"
"1442";"E006591 ";"E006608 ";"2004JJ00";"674";"0.03"
"1443";"E006591 ";"E006608 ";"2005JJ00";"719";"0.03"
"1444";"E006591 ";"E006608 ";"2006JJ00";"755";"0.03"
"1445";"E006591 ";"E006608 ";"2007JJ00";"798";"0.04"
"1446";"E006591 ";"E006608 ";"2008JJ00";"846";"0.04"
"1447";"E006591 ";"E006608 ";"2009JJ00";"926";"0.04"
"1448";"E006591 ";"E006608 ";"2010JJ00";"994";"0.04"
"1449";"E006591 ";"E006608 ";"2011JJ00";"1040";"0.05"
"1450";"E006591 ";"E006608 ";"2012JJ00";"1070";"0.05"
"1451";"E006591 ";"E006608 ";"2013JJ00";"1106";"0.05"
"1452";"E006591 ";"E006608 ";"2014JJ00";"1128";"0.06"
"1453";"E006591 ";"E006608 ";"2015JJ00";"1137";"0.06"
"1454";"E006591 ";"E006608 ";"2016JJ00";"1147";"0.05"
"1455";"E006591 ";"E006608 ";"2017JJ00";"1144";"0.05"
"1456";"E006591 ";"E006608 ";"2018JJ00";"1156";"0.05"
"1457";"E006591 ";"E006608 ";"2019JJ00";"1180";"0.06"
"1458";"E006591 ";"E006608 ";"2020JJ00";"1176";"0.06"
"1459";"E006591 ";"E006608 ";"2021JJ00";"1164";"0.06"
"1460";"E006591 ";"E006608 ";"2022JJ00";"1168";"0.06"
"1461";"E006591 ";"E006608 ";"2023JJ00";"1176";"0.07"
"1462";"E006591 ";"E007028 ";"1990JJ00";;
"1463";"E006591 ";"E007028 ";"1991JJ00";;
"1464";"E006591 ";"E007028 ";"1992JJ00";;
"1465";"E006591 ";"E007028 ";"1993JJ00";;
"1466";"E006591 ";"E007028 ";"1994JJ00";;
"1467";"E006591 ";"E007028 ";"1995JJ00";;
"1468";"E006591 ";"E007028 ";"1996JJ00";;
"1469";"E006591 ";"E007028 ";"1997JJ00";;
"1470";"E006591 ";"E007028 ";"1998JJ00";;
"1471";"E006591 ";"E007028 ";"1999JJ00";;
"1472";"E006591 ";"E007028 ";"2000JJ00";;
"1473";"E006591 ";"E007028 ";"2001JJ00";;
"1474";"E006591 ";"E007028 ";"2002JJ00";;
"1475";"E006591 ";"E007028 ";"2003JJ00";;
"1476";"E006591 ";"E007028 ";"2004JJ00";;
"1477";"E006591 ";"E007028 ";"2005JJ00";;
"1478";"E006591 ";"E007028 ";"2006JJ00";;
"1479";"E006591 ";"E007028 ";"2007JJ00";;
"1480";"E006591 ";"E007028 ";"2008JJ00";;
"1481";"E006591 ";"E007028 ";"2009JJ00";;
"1482";"E006591 ";"E007028 ";"2010JJ00";;
"1483";"E006591 ";"E007028 ";"2011JJ00";;
"1484";"E006591 ";"E007028 ";"2012JJ00";;
"1485";"E006591 ";"E007028 ";"2013JJ00";;
"1486";"E006591 ";"E007028 ";"2014JJ00";;
"1487";"E006591 ";"E007028 ";"2015JJ00";;
"1488";"E006591 ";"E007028 ";"2016JJ00";;
"1489";"E006591 ";"E007028 ";"2017JJ00";;
"1490";"E006591 ";"E007028 ";"2018JJ00";;
"1491";"E006591 ";"E007028 ";"2019JJ00";;
"1492";"E006591 ";"E007028 ";"2020JJ00";;
"1493";"E006591 ";"E007028 ";"2021JJ00";;
"1494";"E006591 ";"E007028 ";"2022JJ00";;
"1495";"E006591 ";"E007028 ";"2023JJ00";;
"1496";"E006594 ";"E007022 ";"1990JJ00";;
"1497";"E006594 ";"E007022 ";"1991JJ00";;
"1498";"E006594 ";"E007022 ";"1992JJ00";;
"1499";"E006594 ";"E007022 ";"1993JJ00";;
"1500";"E006594 ";"E007022 ";"1994JJ00";"28";"0"
"1501";"E006594 ";"E007022 ";"1995JJ00";"31";"0"
"1502";"E006594 ";"E007022 ";"1996JJ00";"36";"0"
"1503";"E006594 ";"E007022 ";"1997JJ00";"56";"0"
"1504";"E006594 ";"E007022 ";"1998JJ00";"90";"0"
"1505";"E006594 ";"E007022 ";"1999JJ00";"117";"0.01"
"1506";"E006594 ";"E007022 ";"2000JJ00";"156";"0.01"
"1507";"E006594 ";"E007022 ";"2001JJ00";"187";"0.01"
"1508";"E006594 ";"E007022 ";"2002JJ00";"244";"0.01"
"1509";"E006594 ";"E007022 ";"2003JJ00";"311";"0.01"
"1510";"E006594 ";"E007022 ";"2004JJ00";"452";"0.02"
"1511";"E006594 ";"E007022 ";"2005JJ00";"628";"0.03"
"1512";"E006594 ";"E007022 ";"2006JJ00";"840";"0.04"
"1513";"E006594 ";"E007022 ";"2007JJ00";"1141";"0.05"
"1514";"E006594 ";"E007022 ";"2008JJ00";"1584";"0.07"
"1515";"E006594 ";"E007022 ";"2009JJ00";"1983";"0.09"
"1516";"E006594 ";"E007022 ";"2010JJ00";"2501";"0.11"
"1517";"E006594 ";"E007022 ";"2011JJ00";"2854";"0.13"
"1518";"E006594 ";"E007022 ";"2012JJ00";"3347";"0.15"
"1519";"E006594 ";"E007022 ";"2013JJ00";"4140";"0.19"
"1520";"E006594 ";"E007022 ";"2014JJ00";"4906";"0.24"
"1521";"E006594 ";"E007022 ";"2015JJ00";"6082";"0.3"
"1522";"E006594 ";"E007022 ";"2016JJ00";"6699";"0.32"
"1523";"E006594 ";"E007022 ";"2017JJ00";"7127";"0.34"
"1524";"E006594 ";"E007022 ";"2018JJ00";"8114";"0.38"
"1525";"E006594 ";"E007022 ";"2019JJ00";"10279";"0.49"
"1526";"E006594 ";"E007022 ";"2020JJ00";"11282";"0.58"
"1527";"E006594 ";"E007022 ";"2021JJ00";"11847";"0.59"
"1528";"E006594 ";"E007022 ";"2022JJ00";"12783";"0.69"
"1529";"E006594 ";"E007022 ";"2023JJ00";"13455";"0.75"
"1530";"E006594 ";"E006607 ";"1990JJ00";;
"1531";"E006594 ";"E006607 ";"1991JJ00";;
"1532";"E006594 ";"E006607 ";"1992JJ00";;
"1533";"E006594 ";"E006607 ";"1993JJ00";;
"1534";"E006594 ";"E006607 ";"1994JJ00";;
"1535";"E006594 ";"E006607 ";"1995JJ00";;
"1536";"E006594 ";"E006607 ";"1996JJ00";;
"1537";"E006594 ";"E006607 ";"1997JJ00";;
"1538";"E006594 ";"E006607 ";"1998JJ00";;
"1539";"E006594 ";"E006607 ";"1999JJ00";;
"1540";"E006594 ";"E006607 ";"2000JJ00";;
"1541";"E006594 ";"E006607 ";"2001JJ00";;
"1542";"E006594 ";"E006607 ";"2002JJ00";;
"1543";"E006594 ";"E006607 ";"2003JJ00";;
"1544";"E006594 ";"E006607 ";"2004JJ00";;
"1545";"E006594 ";"E006607 ";"2005JJ00";;
"1546";"E006594 ";"E006607 ";"2006JJ00";;
"1547";"E006594 ";"E006607 ";"2007JJ00";;
"1548";"E006594 ";"E006607 ";"2008JJ00";;
"1549";"E006594 ";"E006607 ";"2009JJ00";;
"1550";"E006594 ";"E006607 ";"2010JJ00";;
"1551";"E006594 ";"E006607 ";"2011JJ00";;
"1552";"E006594 ";"E006607 ";"2012JJ00";;
"1553";"E006594 ";"E006607 ";"2013JJ00";;
"1554";"E006594 ";"E006607 ";"2014JJ00";;
"1555";"E006594 ";"E006607 ";"2015JJ00";;
"1556";"E006594 ";"E006607 ";"2016JJ00";;
"1557";"E006594 ";"E006607 ";"2017JJ00";;
"1558";"E006594 ";"E006607 ";"2018JJ00";;
"1559";"E006594 ";"E006607 ";"2019JJ00";;
"1560";"E006594 ";"E006607 ";"2020JJ00";;
"1561";"E006594 ";"E006607 ";"2021JJ00";;
"1562";"E006594 ";"E006607 ";"2022JJ00";;
"1563";"E006594 ";"E006607 ";"2023JJ00";;
"1564";"E006594 ";"E006608 ";"1990JJ00";;
"1565";"E006594 ";"E006608 ";"1991JJ00";;
"1566";"E006594 ";"E006608 ";"1992JJ00";;
"1567";"E006594 ";"E006608 ";"1993JJ00";;
"1568";"E006594 ";"E006608 ";"1994JJ00";"28";"0"
"1569";"E006594 ";"E006608 ";"1995JJ00";"31";"0"
"1570";"E006594 ";"E006608 ";"1996JJ00";"36";"0"
"1571";"E006594 ";"E006608 ";"1997JJ00";"56";"0"
"1572";"E006594 ";"E006608 ";"1998JJ00";"90";"0"
"1573";"E006594 ";"E006608 ";"1999JJ00";"117";"0.01"
"1574";"E006594 ";"E006608 ";"2000JJ00";"156";"0.01"
"1575";"E006594 ";"E006608 ";"2001JJ00";"187";"0.01"
"1576";"E006594 ";"E006608 ";"2002JJ00";"244";"0.01"
"1577";"E006594 ";"E006608 ";"2003JJ00";"311";"0.01"
"1578";"E006594 ";"E006608 ";"2004JJ00";"452";"0.02"
"1579";"E006594 ";"E006608 ";"2005JJ00";"628";"0.03"
"1580";"E006594 ";"E006608 ";"2006JJ00";"840";"0.04"
"1581";"E006594 ";"E006608 ";"2007JJ00";"1141";"0.05"
"1582";"E006594 ";"E006608 ";"2008JJ00";"1584";"0.07"
"1583";"E006594 ";"E006608 ";"2009JJ00";"1983";"0.09"
"1584";"E006594 ";"E006608 ";"2010JJ00";"2501";"0.11"
"1585";"E006594 ";"E006608 ";"2011JJ00";"2854";"0.13"
"1586";"E006594 ";"E006608 ";"2012JJ00";"3347";"0.15"
"1587";"E006594 ";"E006608 ";"2013JJ00";"4140";"0.19"
"1588";"E006594 ";"E006608 ";"2014JJ00";"4906";"0.24"
"1589";"E006594 ";"E006608 ";"2015JJ00";"6082";"0.3"
"1590";"E006594 ";"E006608 ";"2016JJ00";"6699";"0.32"
