"ID";"EnergySourcesAndTechniques";"EnergyApplication";"Periods";"FinalConsumption_1";"FinalConsumptionRelative_2"
"2410";"E006662 ";"E006608 ";"2020JJ00";"2542";"0.13"
"2411";"E006662 ";"E006608 ";"2021JJ00";"3339";"0.17"
"2412";"E006662 ";"E006608 ";"2022JJ00";"2362";"0.13"
"2413";"E006662 ";"E006608 ";"2023JJ00";"1777";"0.1"
"2414";"E006662 ";"E007028 ";"1990JJ00";;
"2415";"E006662 ";"E007028 ";"1991JJ00";;
"2416";"E006662 ";"E007028 ";"1992JJ00";;
"2417";"E006662 ";"E007028 ";"1993JJ00";;
"2418";"E006662 ";"E007028 ";"1994JJ00";;
"2419";"E006662 ";"E007028 ";"1995JJ00";;
"2420";"E006662 ";"E007028 ";"1996JJ00";;
"2421";"E006662 ";"E007028 ";"1997JJ00";;
"2422";"E006662 ";"E007028 ";"1998JJ00";;
"2423";"E006662 ";"E007028 ";"1999JJ00";;
"2424";"E006662 ";"E007028 ";"2000JJ00";;
"2425";"E006662 ";"E007028 ";"2001JJ00";;
"2426";"E006662 ";"E007028 ";"2002JJ00";;
"2427";"E006662 ";"E007028 ";"2003JJ00";;
"2428";"E006662 ";"E007028 ";"2004JJ00";;
"2429";"E006662 ";"E007028 ";"2005JJ00";;
"2430";"E006662 ";"E007028 ";"2006JJ00";;
"2431";"E006662 ";"E007028 ";"2007JJ00";;
"2432";"E006662 ";"E007028 ";"2008JJ00";;
"2433";"E006662 ";"E007028 ";"2009JJ00";;
"2434";"E006662 ";"E007028 ";"2010JJ00";;
"2435";"E006662 ";"E007028 ";"2011JJ00";;
"2436";"E006662 ";"E007028 ";"2012JJ00";;
"2437";"E006662 ";"E007028 ";"2013JJ00";;
"2438";"E006662 ";"E007028 ";"2014JJ00";;
"2439";"E006662 ";"E007028 ";"2015JJ00";;
"2440";"E006662 ";"E007028 ";"2016JJ00";;
"2441";"E006662 ";"E007028 ";"2017JJ00";;
"2442";"E006662 ";"E007028 ";"2018JJ00";;
"2443";"E006662 ";"E007028 ";"2019JJ00";;
"2444";"E006662 ";"E007028 ";"2020JJ00";;
"2445";"E006662 ";"E007028 ";"2021JJ00";;
"2446";"E006662 ";"E007028 ";"2022JJ00";;
"2447";"E006662 ";"E007028 ";"2023JJ00";;
"2448";"E006664 ";"E007022 ";"1990JJ00";"12851";"0.71"
"2449";"E006664 ";"E007022 ";"1991JJ00";"12776";"0.66"
"2450";"E006664 ";"E007022 ";"1992JJ00";"12816";"0.67"
"2451";"E006664 ";"E007022 ";"1993JJ00";"12944";"0.65"
"2452";"E006664 ";"E007022 ";"1994JJ00";"13127";"0.67"
"2453";"E006664 ";"E007022 ";"1995JJ00";"13347";"0.66"
"2454";"E006664 ";"E007022 ";"1996JJ00";"13744";"0.62"
"2455";"E006664 ";"E007022 ";"1997JJ00";"13851";"0.65"
"2456";"E006664 ";"E007022 ";"1998JJ00";"13940";"0.66"
"2457";"E006664 ";"E007022 ";"1999JJ00";"13999";"0.67"
"2458";"E006664 ";"E007022 ";"2000JJ00";"14027";"0.66"
"2459";"E006664 ";"E007022 ";"2001JJ00";"13938";"0.64"
"2460";"E006664 ";"E007022 ";"2002JJ00";"13856";"0.64"
"2461";"E006664 ";"E007022 ";"2003JJ00";"14186";"0.64"
"2462";"E006664 ";"E007022 ";"2004JJ00";"14901";"0.64"
"2463";"E006664 ";"E007022 ";"2005JJ00";"15664";"0.68"
"2464";"E006664 ";"E007022 ";"2006JJ00";"16394";"0.72"
"2465";"E006664 ";"E007022 ";"2007JJ00";"16377";"0.73"
"2466";"E006664 ";"E007022 ";"2008JJ00";"16522";"0.72"
"2467";"E006664 ";"E007022 ";"2009JJ00";"16763";"0.76"
"2468";"E006664 ";"E007022 ";"2010JJ00";"17099";"0.72"
"2469";"E006664 ";"E007022 ";"2011JJ00";"17414";"0.79"
"2470";"E006664 ";"E007022 ";"2012JJ00";"16938";"0.77"
"2471";"E006664 ";"E007022 ";"2013JJ00";"17012";"0.77"
"2472";"E006664 ";"E007022 ";"2014JJ00";"16898";"0.84"
"2473";"E006664 ";"E007022 ";"2015JJ00";"16743";"0.82"
"2474";"E006664 ";"E007022 ";"2016JJ00";"16569";"0.79"
"2475";"E006664 ";"E007022 ";"2017JJ00";"16432";"0.78"
"2476";"E006664 ";"E007022 ";"2018JJ00";"16446";"0.78"
"2477";"E006664 ";"E007022 ";"2019JJ00";"16278";"0.78"
"2478";"E006664 ";"E007022 ";"2020JJ00";"16168";"0.83"
"2479";"E006664 ";"E007022 ";"2021JJ00";"16189";"0.81"
"2480";"E006664 ";"E007022 ";"2022JJ00";"16195";"0.88"
"2481";"E006664 ";"E007022 ";"2023JJ00";"16180";"0.91"
"2482";"E006664 ";"E006607 ";"1990JJ00";;
"2483";"E006664 ";"E006607 ";"1991JJ00";;
"2484";"E006664 ";"E006607 ";"1992JJ00";;
"2485";"E006664 ";"E006607 ";"1993JJ00";;
"2486";"E006664 ";"E006607 ";"1994JJ00";;
"2487";"E006664 ";"E006607 ";"1995JJ00";;
"2488";"E006664 ";"E006607 ";"1996JJ00";;
"2489";"E006664 ";"E006607 ";"1997JJ00";;
"2490";"E006664 ";"E006607 ";"1998JJ00";;
"2491";"E006664 ";"E006607 ";"1999JJ00";;
"2492";"E006664 ";"E006607 ";"2000JJ00";;
"2493";"E006664 ";"E006607 ";"2001JJ00";;
"2494";"E006664 ";"E006607 ";"2002JJ00";;
"2495";"E006664 ";"E006607 ";"2003JJ00";;
"2496";"E006664 ";"E006607 ";"2004JJ00";;
"2497";"E006664 ";"E006607 ";"2005JJ00";;
"2498";"E006664 ";"E006607 ";"2006JJ00";;
"2499";"E006664 ";"E006607 ";"2007JJ00";;
"2500";"E006664 ";"E006607 ";"2008JJ00";;
"2501";"E006664 ";"E006607 ";"2009JJ00";;
"2502";"E006664 ";"E006607 ";"2010JJ00";;
"2503";"E006664 ";"E006607 ";"2011JJ00";;
"2504";"E006664 ";"E006607 ";"2012JJ00";;
"2505";"E006664 ";"E006607 ";"2013JJ00";;
"2506";"E006664 ";"E006607 ";"2014JJ00";;
"2507";"E006664 ";"E006607 ";"2015JJ00";;
"2508";"E006664 ";"E006607 ";"2016JJ00";;
"2509";"E006664 ";"E006607 ";"2017JJ00";;
"2510";"E006664 ";"E006607 ";"2018JJ00";;
"2511";"E006664 ";"E006607 ";"2019JJ00";;
"2512";"E006664 ";"E006607 ";"2020JJ00";;
"2513";"E006664 ";"E006607 ";"2021JJ00";;
"2514";"E006664 ";"E006607 ";"2022JJ00";;
"2515";"E006664 ";"E006607 ";"2023JJ00";;
"2516";"E006664 ";"E006608 ";"1990JJ00";"12851";"0.71"
"2517";"E006664 ";"E006608 ";"1991JJ00";"12776";"0.66"
"2518";"E006664 ";"E006608 ";"1992JJ00";"12816";"0.67"
"2519";"E006664 ";"E006608 ";"1993JJ00";"12944";"0.65"
"2520";"E006664 ";"E006608 ";"1994JJ00";"13127";"0.67"
"2521";"E006664 ";"E006608 ";"1995JJ00";"13347";"0.66"
"2522";"E006664 ";"E006608 ";"1996JJ00";"13744";"0.62"
"2523";"E006664 ";"E006608 ";"1997JJ00";"13851";"0.65"
"2524";"E006664 ";"E006608 ";"1998JJ00";"13940";"0.66"
"2525";"E006664 ";"E006608 ";"1999JJ00";"13999";"0.67"
"2526";"E006664 ";"E006608 ";"2000JJ00";"14027";"0.66"
"2527";"E006664 ";"E006608 ";"2001JJ00";"13938";"0.64"
"2528";"E006664 ";"E006608 ";"2002JJ00";"13856";"0.64"
"2529";"E006664 ";"E006608 ";"2003JJ00";"14186";"0.64"
"2530";"E006664 ";"E006608 ";"2004JJ00";"14901";"0.64"
"2531";"E006664 ";"E006608 ";"2005JJ00";"15664";"0.68"
"2532";"E006664 ";"E006608 ";"2006JJ00";"16394";"0.72"
"2533";"E006664 ";"E006608 ";"2007JJ00";"16377";"0.73"
"2534";"E006664 ";"E006608 ";"2008JJ00";"16522";"0.72"
"2535";"E006664 ";"E006608 ";"2009JJ00";"16763";"0.76"
"2536";"E006664 ";"E006608 ";"2010JJ00";"17099";"0.72"
"2537";"E006664 ";"E006608 ";"2011JJ00";"17414";"0.79"
"2538";"E006664 ";"E006608 ";"2012JJ00";"16938";"0.77"
"2539";"E006664 ";"E006608 ";"2013JJ00";"17012";"0.77"
"2540";"E006664 ";"E006608 ";"2014JJ00";"16898";"0.84"
"2541";"E006664 ";"E006608 ";"2015JJ00";"16743";"0.82"
"2542";"E006664 ";"E006608 ";"2016JJ00";"16569";"0.79"
"2543";"E006664 ";"E006608 ";"2017JJ00";"16432";"0.78"
"2544";"E006664 ";"E006608 ";"2018JJ00";"16446";"0.78"
"2545";"E006664 ";"E006608 ";"2019JJ00";"16278";"0.78"
"2546";"E006664 ";"E006608 ";"2020JJ00";"16168";"0.83"
"2547";"E006664 ";"E006608 ";"2021JJ00";"16189";"0.81"
"2548";"E006664 ";"E006608 ";"2022JJ00";"16195";"0.88"
"2549";"E006664 ";"E006608 ";"2023JJ00";"16180";"0.91"
"2550";"E006664 ";"E007028 ";"1990JJ00";;
"2551";"E006664 ";"E007028 ";"1991JJ00";;
"2552";"E006664 ";"E007028 ";"1992JJ00";;
"2553";"E006664 ";"E007028 ";"1993JJ00";;
"2554";"E006664 ";"E007028 ";"1994JJ00";;
"2555";"E006664 ";"E007028 ";"1995JJ00";;
"2556";"E006664 ";"E007028 ";"1996JJ00";;
"2557";"E006664 ";"E007028 ";"1997JJ00";;
"2558";"E006664 ";"E007028 ";"1998JJ00";;
"2559";"E006664 ";"E007028 ";"1999JJ00";;
"2560";"E006664 ";"E007028 ";"2000JJ00";;
"2561";"E006664 ";"E007028 ";"2001JJ00";;
"2562";"E006664 ";"E007028 ";"2002JJ00";;
"2563";"E006664 ";"E007028 ";"2003JJ00";;
"2564";"E006664 ";"E007028 ";"2004JJ00";;
"2565";"E006664 ";"E007028 ";"2005JJ00";;
"2566";"E006664 ";"E007028 ";"2006JJ00";;
"2567";"E006664 ";"E007028 ";"2007JJ00";;
"2568";"E006664 ";"E007028 ";"2008JJ00";;
"2569";"E006664 ";"E007028 ";"2009JJ00";;
"2570";"E006664 ";"E007028 ";"2010JJ00";;
"2571";"E006664 ";"E007028 ";"2011JJ00";;
"2572";"E006664 ";"E007028 ";"2012JJ00";;
"2573";"E006664 ";"E007028 ";"2013JJ00";;
"2574";"E006664 ";"E007028 ";"2014JJ00";;
"2575";"E006664 ";"E007028 ";"2015JJ00";;
"2576";"E006664 ";"E007028 ";"2016JJ00";;
"2577";"E006664 ";"E007028 ";"2017JJ00";;
"2578";"E006664 ";"E007028 ";"2018JJ00";;
"2579";"E006664 ";"E007028 ";"2019JJ00";;
"2580";"E006664 ";"E007028 ";"2020JJ00";;
"2581";"E006664 ";"E007028 ";"2021JJ00";;
"2582";"E006664 ";"E007028 ";"2022JJ00";;
"2583";"E006664 ";"E007028 ";"2023JJ00";;
"2584";"E006665 ";"E007022 ";"1990JJ00";"3834";"0.21"
"2585";"E006665 ";"E007022 ";"1991JJ00";"3762";"0.19"
"2586";"E006665 ";"E007022 ";"1992JJ00";"3688";"0.19"
"2587";"E006665 ";"E007022 ";"1993JJ00";"3612";"0.18"
"2588";"E006665 ";"E007022 ";"1994JJ00";"3535";"0.18"
"2589";"E006665 ";"E007022 ";"1995JJ00";"3457";"0.17"
"2590";"E006665 ";"E007022 ";"1996JJ00";"3399";"0.15"
"2591";"E006665 ";"E007022 ";"1997JJ00";"3341";"0.16"
"2592";"E006665 ";"E007022 ";"1998JJ00";"3282";"0.15"
"2593";"E006665 ";"E007022 ";"1999JJ00";"3224";"0.16"
"2594";"E006665 ";"E007022 ";"2000JJ00";"3165";"0.15"
"2595";"E006665 ";"E007022 ";"2001JJ00";"3127";"0.14"
"2596";"E006665 ";"E007022 ";"2002JJ00";"3090";"0.14"
"2597";"E006665 ";"E007022 ";"2003JJ00";"3050";"0.14"
"2598";"E006665 ";"E007022 ";"2004JJ00";"3011";"0.13"
"2599";"E006665 ";"E007022 ";"2005JJ00";"2972";"0.13"
"2600";"E006665 ";"E007022 ";"2006JJ00";"2952";"0.13"
"2601";"E006665 ";"E007022 ";"2007JJ00";"2938";"0.13"
"2602";"E006665 ";"E007022 ";"2008JJ00";"2856";"0.13"
"2603";"E006665 ";"E007022 ";"2009JJ00";"2777";"0.13"
"2604";"E006665 ";"E007022 ";"2010JJ00";"2700";"0.11"
"2605";"E006665 ";"E007022 ";"2011JJ00";"2624";"0.12"
"2606";"E006665 ";"E007022 ";"2012JJ00";"2549";"0.12"
"2607";"E006665 ";"E007022 ";"2013JJ00";"2472";"0.11"
"2608";"E006665 ";"E007022 ";"2014JJ00";"2397";"0.12"
"2609";"E006665 ";"E007022 ";"2015JJ00";"2322";"0.11"
"2610";"E006665 ";"E007022 ";"2016JJ00";"2247";"0.11"
"2611";"E006665 ";"E007022 ";"2017JJ00";"2174";"0.1"
"2612";"E006665 ";"E007022 ";"2018JJ00";"2103";"0.1"
"2613";"E006665 ";"E007022 ";"2019JJ00";"2008";"0.1"
"2614";"E006665 ";"E007022 ";"2020JJ00";"1917";"0.1"
"2615";"E006665 ";"E007022 ";"2021JJ00";"1845";"0.09"
"2616";"E006665 ";"E007022 ";"2022JJ00";"1775";"0.1"
"2617";"E006665 ";"E007022 ";"2023JJ00";"1707";"0.1"
"2618";"E006665 ";"E006607 ";"1990JJ00";;
"2619";"E006665 ";"E006607 ";"1991JJ00";;
"2620";"E006665 ";"E006607 ";"1992JJ00";;
"2621";"E006665 ";"E006607 ";"1993JJ00";;
"2622";"E006665 ";"E006607 ";"1994JJ00";;
"2623";"E006665 ";"E006607 ";"1995JJ00";;
"2624";"E006665 ";"E006607 ";"1996JJ00";;
"2625";"E006665 ";"E006607 ";"1997JJ00";;
"2626";"E006665 ";"E006607 ";"1998JJ00";;
"2627";"E006665 ";"E006607 ";"1999JJ00";;
"2628";"E006665 ";"E006607 ";"2000JJ00";;
"2629";"E006665 ";"E006607 ";"2001JJ00";;
"2630";"E006665 ";"E006607 ";"2002JJ00";;
"2631";"E006665 ";"E006607 ";"2003JJ00";;
"2632";"E006665 ";"E006607 ";"2004JJ00";;
"2633";"E006665 ";"E006607 ";"2005JJ00";;
"2634";"E006665 ";"E006607 ";"2006JJ00";;
"2635";"E006665 ";"E006607 ";"2007JJ00";;
"2636";"E006665 ";"E006607 ";"2008JJ00";;
"2637";"E006665 ";"E006607 ";"2009JJ00";;
"2638";"E006665 ";"E006607 ";"2010JJ00";;
"2639";"E006665 ";"E006607 ";"2011JJ00";;
"2640";"E006665 ";"E006607 ";"2012JJ00";;
"2641";"E006665 ";"E006607 ";"2013JJ00";;
"2642";"E006665 ";"E006607 ";"2014JJ00";;
"2643";"E006665 ";"E006607 ";"2015JJ00";;
"2644";"E006665 ";"E006607 ";"2016JJ00";;
"2645";"E006665 ";"E006607 ";"2017JJ00";;
"2646";"E006665 ";"E006607 ";"2018JJ00";;
"2647";"E006665 ";"E006607 ";"2019JJ00";;
"2648";"E006665 ";"E006607 ";"2020JJ00";;
"2649";"E006665 ";"E006607 ";"2021JJ00";;
"2650";"E006665 ";"E006607 ";"2022JJ00";;
"2651";"E006665 ";"E006607 ";"2023JJ00";;
"2652";"E006665 ";"E006608 ";"1990JJ00";"3834";"0.21"
"2653";"E006665 ";"E006608 ";"1991JJ00";"3762";"0.19"
"2654";"E006665 ";"E006608 ";"1992JJ00";"3688";"0.19"
"2655";"E006665 ";"E006608 ";"1993JJ00";"3612";"0.18"
"2656";"E006665 ";"E006608 ";"1994JJ00";"3535";"0.18"
"2657";"E006665 ";"E006608 ";"1995JJ00";"3457";"0.17"
"2658";"E006665 ";"E006608 ";"1996JJ00";"3399";"0.15"
"2659";"E006665 ";"E006608 ";"1997JJ00";"3341";"0.16"
"2660";"E006665 ";"E006608 ";"1998JJ00";"3282";"0.15"
"2661";"E006665 ";"E006608 ";"1999JJ00";"3224";"0.16"
"2662";"E006665 ";"E006608 ";"2000JJ00";"3165";"0.15"
"2663";"E006665 ";"E006608 ";"2001JJ00";"3127";"0.14"
"2664";"E006665 ";"E006608 ";"2002JJ00";"3090";"0.14"
"2665";"E006665 ";"E006608 ";"2003JJ00";"3050";"0.14"
"2666";"E006665 ";"E006608 ";"2004JJ00";"3011";"0.13"
"2667";"E006665 ";"E006608 ";"2005JJ00";"2972";"0.13"
"2668";"E006665 ";"E006608 ";"2006JJ00";"2952";"0.13"
"2669";"E006665 ";"E006608 ";"2007JJ00";"2938";"0.13"
"2670";"E006665 ";"E006608 ";"2008JJ00";"2856";"0.13"
"2671";"E006665 ";"E006608 ";"2009JJ00";"2777";"0.13"
"2672";"E006665 ";"E006608 ";"2010JJ00";"2700";"0.11"
"2673";"E006665 ";"E006608 ";"2011JJ00";"2624";"0.12"
"2674";"E006665 ";"E006608 ";"2012JJ00";"2549";"0.12"
"2675";"E006665 ";"E006608 ";"2013JJ00";"2472";"0.11"
"2676";"E006665 ";"E006608 ";"2014JJ00";"2397";"0.12"
"2677";"E006665 ";"E006608 ";"2015JJ00";"2322";"0.11"
"2678";"E006665 ";"E006608 ";"2016JJ00";"2247";"0.11"
"2679";"E006665 ";"E006608 ";"2017JJ00";"2174";"0.1"
"2680";"E006665 ";"E006608 ";"2018JJ00";"2103";"0.1"
"2681";"E006665 ";"E006608 ";"2019JJ00";"2008";"0.1"
"2682";"E006665 ";"E006608 ";"2020JJ00";"1917";"0.1"
"2683";"E006665 ";"E006608 ";"2021JJ00";"1845";"0.09"
"2684";"E006665 ";"E006608 ";"2022JJ00";"1775";"0.1"
"2685";"E006665 ";"E006608 ";"2023JJ00";"1707";"0.1"
"2686";"E006665 ";"E007028 ";"1990JJ00";;
"2687";"E006665 ";"E007028 ";"1991JJ00";;
"2688";"E006665 ";"E007028 ";"1992JJ00";;
"2689";"E006665 ";"E007028 ";"1993JJ00";;
"2690";"E006665 ";"E007028 ";"1994JJ00";;
"2691";"E006665 ";"E007028 ";"1995JJ00";;
"2692";"E006665 ";"E007028 ";"1996JJ00";;
"2693";"E006665 ";"E007028 ";"1997JJ00";;
"2694";"E006665 ";"E007028 ";"1998JJ00";;
"2695";"E006665 ";"E007028 ";"1999JJ00";;
"2696";"E006665 ";"E007028 ";"2000JJ00";;
"2697";"E006665 ";"E007028 ";"2001JJ00";;
"2698";"E006665 ";"E007028 ";"2002JJ00";;
"2699";"E006665 ";"E007028 ";"2003JJ00";;
"2700";"E006665 ";"E007028 ";"2004JJ00";;
"2701";"E006665 ";"E007028 ";"2005JJ00";;
"2702";"E006665 ";"E007028 ";"2006JJ00";;
"2703";"E006665 ";"E007028 ";"2007JJ00";;
"2704";"E006665 ";"E007028 ";"2008JJ00";;
"2705";"E006665 ";"E007028 ";"2009JJ00";;
"2706";"E006665 ";"E007028 ";"2010JJ00";;
"2707";"E006665 ";"E007028 ";"2011JJ00";;
"2708";"E006665 ";"E007028 ";"2012JJ00";;
"2709";"E006665 ";"E007028 ";"2013JJ00";;
"2710";"E006665 ";"E007028 ";"2014JJ00";;
"2711";"E006665 ";"E007028 ";"2015JJ00";;
"2712";"E006665 ";"E007028 ";"2016JJ00";;
"2713";"E006665 ";"E007028 ";"2017JJ00";;
"2714";"E006665 ";"E007028 ";"2018JJ00";;
"2715";"E006665 ";"E007028 ";"2019JJ00";;
"2716";"E006665 ";"E007028 ";"2020JJ00";;
"2717";"E006665 ";"E007028 ";"2021JJ00";;
"2718";"E006665 ";"E007028 ";"2022JJ00";;
"2719";"E006665 ";"E007028 ";"2023JJ00";;
"2720";"E006666 ";"E007022 ";"1990JJ00";"2612";"0.14"
"2721";"E006666 ";"E007022 ";"1991JJ00";"2988";"0.15"
"2722";"E006666 ";"E007022 ";"1992JJ00";"3460";"0.18"
"2723";"E006666 ";"E007022 ";"1993JJ00";"3991";"0.2"
"2724";"E006666 ";"E007022 ";"1994JJ00";"4556";"0.23"
"2725";"E006666 ";"E007022 ";"1995JJ00";"5141";"0.25"
"2726";"E006666 ";"E007022 ";"1996JJ00";"5379";"0.24"
"2727";"E006666 ";"E007022 ";"1997JJ00";"5344";"0.25"
"2728";"E006666 ";"E007022 ";"1998JJ00";"5296";"0.25"
"2729";"E006666 ";"E007022 ";"1999JJ00";"5238";"0.25"
"2730";"E006666 ";"E007022 ";"2000JJ00";"5171";"0.24"
"2731";"E006666 ";"E007022 ";"2001JJ00";"5088";"0.23"
"2732";"E006666 ";"E007022 ";"2002JJ00";"4998";"0.23"
"2733";"E006666 ";"E007022 ";"2003JJ00";"4894";"0.22"
"2734";"E006666 ";"E007022 ";"2004JJ00";"4785";"0.21"
"2735";"E006666 ";"E007022 ";"2005JJ00";"4672";"0.2"
"2736";"E006666 ";"E007022 ";"2006JJ00";"4483";"0.2"
"2737";"E006666 ";"E007022 ";"2007JJ00";"4295";"0.19"
"2738";"E006666 ";"E007022 ";"2008JJ00";"4214";"0.18"
"2739";"E006666 ";"E007022 ";"2009JJ00";"4154";"0.19"
"2740";"E006666 ";"E007022 ";"2010JJ00";"4115";"0.17"
"2741";"E006666 ";"E007022 ";"2011JJ00";"4080";"0.19"
"2742";"E006666 ";"E007022 ";"2012JJ00";"3357";"0.15"
"2743";"E006666 ";"E007022 ";"2013JJ00";"3157";"0.14"
"2744";"E006666 ";"E007022 ";"2014JJ00";"3002";"0.15"
"2745";"E006666 ";"E007022 ";"2015JJ00";"2849";"0.14"
"2746";"E006666 ";"E007022 ";"2016JJ00";"2701";"0.13"
"2747";"E006666 ";"E007022 ";"2017JJ00";"2562";"0.12"
"2748";"E006666 ";"E007022 ";"2018JJ00";"2421";"0.11"
"2749";"E006666 ";"E007022 ";"2019JJ00";"2265";"0.11"
"2750";"E006666 ";"E007022 ";"2020JJ00";"2241";"0.12"
"2751";"E006666 ";"E007022 ";"2021JJ00";"2239";"0.11"
"2752";"E006666 ";"E007022 ";"2022JJ00";"2229";"0.12"
"2753";"E006666 ";"E007022 ";"2023JJ00";"2222";"0.12"
"2754";"E006666 ";"E006607 ";"1990JJ00";;
"2755";"E006666 ";"E006607 ";"1991JJ00";;
"2756";"E006666 ";"E006607 ";"1992JJ00";;
"2757";"E006666 ";"E006607 ";"1993JJ00";;
"2758";"E006666 ";"E006607 ";"1994JJ00";;
"2759";"E006666 ";"E006607 ";"1995JJ00";;
"2760";"E006666 ";"E006607 ";"1996JJ00";;
"2761";"E006666 ";"E006607 ";"1997JJ00";;
"2762";"E006666 ";"E006607 ";"1998JJ00";;
"2763";"E006666 ";"E006607 ";"1999JJ00";;
"2764";"E006666 ";"E006607 ";"2000JJ00";;
"2765";"E006666 ";"E006607 ";"2001JJ00";;
"2766";"E006666 ";"E006607 ";"2002JJ00";;
"2767";"E006666 ";"E006607 ";"2003JJ00";;
"2768";"E006666 ";"E006607 ";"2004JJ00";;
"2769";"E006666 ";"E006607 ";"2005JJ00";;
"2770";"E006666 ";"E006607 ";"2006JJ00";;
"2771";"E006666 ";"E006607 ";"2007JJ00";;
"2772";"E006666 ";"E006607 ";"2008JJ00";;
"2773";"E006666 ";"E006607 ";"2009JJ00";;
"2774";"E006666 ";"E006607 ";"2010JJ00";;
"2775";"E006666 ";"E006607 ";"2011JJ00";;
"2776";"E006666 ";"E006607 ";"2012JJ00";;
"2777";"E006666 ";"E006607 ";"2013JJ00";;
"2778";"E006666 ";"E006607 ";"2014JJ00";;
"2779";"E006666 ";"E006607 ";"2015JJ00";;
"2780";"E006666 ";"E006607 ";"2016JJ00";;
"2781";"E006666 ";"E006607 ";"2017JJ00";;
"2782";"E006666 ";"E006607 ";"2018JJ00";;
"2783";"E006666 ";"E006607 ";"2019JJ00";;
"2784";"E006666 ";"E006607 ";"2020JJ00";;
"2785";"E006666 ";"E006607 ";"2021JJ00";;
"2786";"E006666 ";"E006607 ";"2022JJ00";;
"2787";"E006666 ";"E006607 ";"2023JJ00";;
"2788";"E006666 ";"E006608 ";"1990JJ00";"2612";"0.14"
"2789";"E006666 ";"E006608 ";"1991JJ00";"2988";"0.15"
"2790";"E006666 ";"E006608 ";"1992JJ00";"3460";"0.18"
"2791";"E006666 ";"E006608 ";"1993JJ00";"3991";"0.2"
"2792";"E006666 ";"E006608 ";"1994JJ00";"4556";"0.23"
"2793";"E006666 ";"E006608 ";"1995JJ00";"5141";"0.25"
"2794";"E006666 ";"E006608 ";"1996JJ00";"5379";"0.24"
"2795";"E006666 ";"E006608 ";"1997JJ00";"5344";"0.25"
"2796";"E006666 ";"E006608 ";"1998JJ00";"5296";"0.25"
"2797";"E006666 ";"E006608 ";"1999JJ00";"5238";"0.25"
"2798";"E006666 ";"E006608 ";"2000JJ00";"5171";"0.24"
"2799";"E006666 ";"E006608 ";"2001JJ00";"5088";"0.23"
"2800";"E006666 ";"E006608 ";"2002JJ00";"4998";"0.23"
"2801";"E006666 ";"E006608 ";"2003JJ00";"4894";"0.22"
"2802";"E006666 ";"E006608 ";"2004JJ00";"4785";"0.21"
"2803";"E006666 ";"E006608 ";"2005JJ00";"4672";"0.2"
"2804";"E006666 ";"E006608 ";"2006JJ00";"4483";"0.2"
"2805";"E006666 ";"E006608 ";"2007JJ00";"4295";"0.19"
"2806";"E006666 ";"E006608 ";"2008JJ00";"4214";"0.18"
"2807";"E006666 ";"E006608 ";"2009JJ00";"4154";"0.19"
"2808";"E006666 ";"E006608 ";"2010JJ00";"4115";"0.17"
"2809";"E006666 ";"E006608 ";"2011JJ00";"4080";"0.19"
"2810";"E006666 ";"E006608 ";"2012JJ00";"3357";"0.15"
"2811";"E006666 ";"E006608 ";"2013JJ00";"3157";"0.14"
"2812";"E006666 ";"E006608 ";"2014JJ00";"3002";"0.15"
"2813";"E006666 ";"E006608 ";"2015JJ00";"2849";"0.14"
"2814";"E006666 ";"E006608 ";"2016JJ00";"2701";"0.13"
"2815";"E006666 ";"E006608 ";"2017JJ00";"2562";"0.12"
"2816";"E006666 ";"E006608 ";"2018JJ00";"2421";"0.11"
"2817";"E006666 ";"E006608 ";"2019JJ00";"2265";"0.11"
"2818";"E006666 ";"E006608 ";"2020JJ00";"2241";"0.12"
"2819";"E006666 ";"E006608 ";"2021JJ00";"2239";"0.11"
"2820";"E006666 ";"E006608 ";"2022JJ00";"2229";"0.12"
"2821";"E006666 ";"E006608 ";"2023JJ00";"2222";"0.12"
"2822";"E006666 ";"E007028 ";"1990JJ00";;
"2823";"E006666 ";"E007028 ";"1991JJ00";;
"2824";"E006666 ";"E007028 ";"1992JJ00";;
"2825";"E006666 ";"E007028 ";"1993JJ00";;
"2826";"E006666 ";"E007028 ";"1994JJ00";;
"2827";"E006666 ";"E007028 ";"1995JJ00";;
"2828";"E006666 ";"E007028 ";"1996JJ00";;
"2829";"E006666 ";"E007028 ";"1997JJ00";;
"2830";"E006666 ";"E007028 ";"1998JJ00";;
"2831";"E006666 ";"E007028 ";"1999JJ00";;
"2832";"E006666 ";"E007028 ";"2000JJ00";;
"2833";"E006666 ";"E007028 ";"2001JJ00";;
"2834";"E006666 ";"E007028 ";"2002JJ00";;
"2835";"E006666 ";"E007028 ";"2003JJ00";;
"2836";"E006666 ";"E007028 ";"2004JJ00";;
"2837";"E006666 ";"E007028 ";"2005JJ00";;
"2838";"E006666 ";"E007028 ";"2006JJ00";;
"2839";"E006666 ";"E007028 ";"2007JJ00";;
"2840";"E006666 ";"E007028 ";"2008JJ00";;
"2841";"E006666 ";"E007028 ";"2009JJ00";;
"2842";"E006666 ";"E007028 ";"2010JJ00";;
"2843";"E006666 ";"E007028 ";"2011JJ00";;
"2844";"E006666 ";"E007028 ";"2012JJ00";;
"2845";"E006666 ";"E007028 ";"2013JJ00";;
"2846";"E006666 ";"E007028 ";"2014JJ00";;
"2847";"E006666 ";"E007028 ";"2015JJ00";;
